IDF,CVL,BOU,FCO,BN,HN,NPC,PIC,ALS,CHA,LOR,PDL,BRE,AQU,LIM,POI,LR,MPY,AUV,RA,PACA,COR
77.55133782322267,77.60603700502894,76.78461329122364,76.72756073208018,76.4289003031617,76.12382400623189,74.12054129921718,75.14965894283576,75.45670641207431,76.22532195913665,75.76912012708655,77.26726266231505,75.35940102063557,77.15084781131935,76.6865645522155,77.62285938907505,77.10095990006273,77.58879262981034,76.29851231747791,77.26261258265254,77.11396607844215,76.30211061671537
77.40659890371272,77.46460381469917,76.79746866646272,77.10362540720647,76.58230657581055,76.31669363796703,74.40234296882254,75.19460284009857,75.87489568194796,76.40361648459736,75.90449441368138,77.63494963087497,75.75460866946946,77.37354430095182,77.02686316642729,77.77262061897754,77.19701799814092,78.16567929027077,76.25594772586264,77.40056356209779,77.19404060976719,76.67569362921185
77.71521958209391,77.84055280107081,77.14431422200377,77.34665607560144,77.12619851796863,76.3385293031258,74.82122692037085,75.78713054458343,76.54727032479285,76.63085355004813,76.19008726104992,77.56201453236574,76.2394540798163,77.60659657542129,77.48298491109358,77.95898100308538,77.83440337792275,78.5620502500901,76.47521106657054,77.99497230127393,77.52528547178186,76.08415473498772
77.7884025028566,77.86786414690201,76.80643351644689,77.23249372930007,76.74830747063965,76.38750897499229,74.49692592709748,75.64803216481717,76.45277196957277,76.24454463171888,76.26908334886312,77.98384454282932,75.97849256724818,77.50896938599233,77.66148408146432,78.28929159587189,77.62040410169665,78.48591504632235,76.76863782038205,77.76003067961062,77.60882501979506,76.02520123085006
78.06610460322955,78.07932299088982,77.5835346895974,77.66844165251221,77.6224147035892,77.02693433747343,75.14672562174886,76.30545131707403,77.0519817287228,76.77632485479225,76.66732656213819,78.26067040175708,76.61053008777085,77.96435246986294,77.87967518262359,78.31239510681888,77.86870753269675,78.79698240428594,77.04616073413384,78.26954432546572,77.72938072206688,76.76039201773727
78.22641733445855,78.10960497532257,77.80402791370351,77.7538893325548,77.33528348624536,76.71687501781432,75.20139825336459,76.02389311952447,77.0198963302175,76.9205179934434,76.7820847820474,78.1808611885647,76.51695425884526,77.910604020511,78.32459654109101,78.38149128900416,78.05495667082388,78.93917740049531,77.27593030856427,78.37608926103577,77.87713654673854,76.67967282763645
78.4581943252493,78.39677387585513,77.66727763764266,77.52462595072498,77.8310368830486,76.68562010800468,75.26429104759417,76.557404360777,77.00017817566217,77.06729049060954,76.62897660796148,78.1996579587698,76.73632597092363,78.22566967744456,77.80206330225472,78.3296302896606,78.03913780068521,78.9367130205211,77.15184907282321,78.44619695890098,78.09883770312412,77.99071870347498
79.30053042818484,78.6217805511069,78.09260239130592,78.49044097435568,77.8469594938778,77.28299140504294,75.61373767741303,76.45952245455898,77.62340611100502,77.18004718541206,77.34998959692417,78.55861150120478,76.85806495126647,78.28719330818933,78.44931052507563,78.79768587670407,78.38980214752637,79.13656263560134,77.78441003115037,78.98758383035175,78.76427485249039,78.2335171618541
79.55314521710176,78.80456015691442,78.25733008354607,78.5844341058256,77.94792061506578,77.54812918004872,75.73986359052648,76.85582077575569,77.86425307285833,77.63013018119189,77.09677942406687,78.8574455271535,77.5461712147051,78.66177368068864,78.40888085156273,78.77162700099124,78.45159788691588,79.12159207270882,77.61193329351863,78.95789986236079,78.71105741091053,78.12811811958586
79.76783159707584,78.70463937963495,77.86402394855965,78.38134018192719,78.22161021260635,77.76455168908166,75.98729718907123,76.76595576613798,77.97183062098419,77.78617600515739,77.66021254968557,79.11711941432223,77.43376956982472,78.81540697290339,78.49148986876511,78.92837584351274,78.23620134931254,79.57337157729408,78.00192134537342,79.33761750564045,78.86866252119665,78.58209336556729
80.10701679796502,79.21706824156753,78.46896983470279,79.11884303396177,78.57635685053616,78.06998389481564,76.19356493702286,77.27251777544052,78.45409385904793,78.16001128470315,77.55927177306656,79.18665876998743,77.88839222058121,79.46991034277119,78.83742130273342,79.34186583580896,78.66524030532425,79.73985224816876,78.15875876198842,79.57936954363528,79.33516327951023,78.61332226952698
80.30558620752521,79.08528572921233,78.68345691429747,79.16387695390564,78.97162157186844,77.7418698364403,76.54702061594708,77.2762252436236,78.5812166054741,78.22895196752138,78.10028709113703,79.53153227636496,78.1438274055914,79.30858287252947,79.07220058847628,79.42477173089449,79.05014614432936,79.99150671050779,78.43565698939965,79.77056581486187,79.50944769308161,79.42347062173467
80.48086693848064,79.56949724983605,78.79465082039943,78.99414586160948,79.049987859105,78.32914677456554,76.36943890042721,77.32463924223778,78.96021009123568,78.31718645189032,78.00570035431112,79.80151751661899,78.39494159880056,79.72353967197206,79.12576043273454,79.58085836181036,79.42853550686145,80.02104804776842,78.58979249886389,79.98264327495251,79.64815899915058,79.27821563196981
80.2315561206043,79.18318551842899,78.75188238559922,79.49092865079163,79.26168290212188,78.30385320425108,76.62325719056889,77.4636294282378,79.0643210694928,78.17604968414385,77.95158794558718,79.63686413781326,78.76071679998716,79.74692352137384,79.45171218947618,79.66239505352256,79.50454956319884,80.32717713156552,78.76068905052868,80.20342934579541,79.72560260001688,79.76016865755574
81.3263008192975,80.45318775101047,80.04880525669172,79.90069064255958,80.09601385459897,79.24594828645235,77.52954354358066,78.58208632722011,79.95546095223649,79.23749943710247,79.02044623113511,80.66942116582184,79.39031230811969,80.65319895423234,80.44756347563388,80.38275849603774,80.44290644822416,81.24004343752645,79.38241072660244,81.06719827672816,80.75923115625862,80.04118611529653
81.52230330293929,80.48129211048604,80.00801263466562,80.14216189525297,79.96553486480025,79.43086060760075,77.39887879360312,78.54582282854533,80.11396095433813,79.14367175212806,79.12909059696169,80.90724788632781,79.48529097167774,80.73678503855646,80.18521734774313,80.36051354568315,80.31144970102257,81.05220914944321,79.44339431379757,81.11552483317219,80.74507117682857,80.83075237725828
81.90077155589967,80.90974505374211,80.14242567147416,80.45017191856155,80.469633658359,79.45101174624922,77.79102283611911,78.9063809466046,80.48378356029909,79.77773833068572,79.35754548585413,81.33252144732022,79.95765532838493,81.02125338443554,80.64850406153477,80.91437589717917,80.86301371516055,81.65641496403536,80.14105935662833,81.76482465581996,81.26407015692968,81.49192384088373
82.1603992707349,81.08190771278842,80.56298546314652,81.04657080288548,80.44162086441014,79.88212432944562,78.1396312946278,78.9451330174762,81.01124511418239,79.71184558492497,79.552319536874,81.49800843957598,80.06265179698408,81.47837431216205,80.75831256000893,81.26485313359925,81.13837674828507,81.8977735616161,80.3258994250979,82.01290146944957,81.50033005357706,81.80265284002718
82.38177787571743,80.92488308685404,80.5839544435201,81.17676125937969,80.83635898179021,80.17831211997427,78.15762544845651,79.02266729758766,81.05483475777399,79.6881204003224,79.91419208801038,81.63503765189023,80.50642790112828,81.65921418522007,80.75684267070042,81.40805509181025,81.142301266246,82.09901502167389,80.50859836227632,82.09378049219309,81.66442257269217,82.08776499250108
82.65224804040021,81.0247455483078,80.90883816343407,81.1145871091682,80.94874114456707,80.01936215620282,78.50592649119842,79.18526348409175,80.88560133647417,80.01501791623298,80.11323228027148,81.85910531984653,80.60700544777514,81.874059382923,81.03854790353195,81.47734532750027,81.43253437600785,82.46633170006142,80.61887117914488,82.18497396002304,81.85411940277338,81.53506664251265
82.77010161738357,81.24143505637268,81.09464120837082,81.51616701473175,81.08945013178793,80.30127180112551,78.80012257109775,79.7803306280789,81.1422958169068,80.28673333495001,80.3795148868391,82.20353882064416,80.97834540076852,82.04874170545344,81.20364759709197,81.73032509052275,81.65841099005229,82.5657793949718,80.90122899490339,82.51100871568497,82.18599242434875,81.63528166536331
